ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Text_ID,Sentence_Number,Phrase_Number,Language_ID,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_kit_phrase,variantTypes_en
se-pn026-kurupelsuwede2017e-21,"Ngaskäma aya lelmeny bogon auma we ibi wi.""",ngaskäma	aya	lel=meny	b-o-g-on	au=ma=we	ibi=wi,POT	who	fear=PRIV	FUT.1|3`S|A-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A	bury=CHAR=ALL	go=ALL,"Maybe who is not frightened will go the grave.""",TAM particle	intr. pronoun	common noun	nominal enclitic	auxiliary verb	common noun	nominal enclitic	nominal enclitic	verb	nominal enclitic,se-pn026-kurupelsuwede2017e,21,,kit,							we-all		wi-all,123412,ngasekäma	aya	lel=meny	b-o-g-än	au=ma=e	ibi=e,127387,"Maybe who is not frightened will go the grave.""",maybe	who	fear=priv		aux.fut.3sgS	grave			go	,,54a60655-66cf-4c3e-a9af-27ba11da9b36,							2	2	2,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,TAM particle	intr. pronoun	common noun	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent	transitive verb	nominal enclitic	nominal enclitic	verb	nominal enclitic,TAM particle	intr. pronoun	common noun	nominal enclitic	auxiliary verb	common noun	nominal enclitic	nominal enclitic	verb	nominal enclitic,21,"Ngaskäma aya lelmeny bogon auma we ibi wi.""",+fast speech var. of									
se-pn026-kurupelsuwede2017e-22,"[ ge] Llamda Kurupel ada gogon ada,"" Ngäna bony.",ge	llamda	Kurupel	ada	g-o-g-on	ada	ngäna	b-ony,this	old_man	male_personal_name	say	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A	like_this	1SG.NOM	FUT.1|3`S|A-bring,"Old Man Kurupel said, ""I'll take it.",nom. dem	kinship noun	proper noun	intransitive A verb	auxiliary verb	adverb	pronoun	transitive S verb,se-pn026-kurupelsuwede2017e,22,,kit,,127387,ge	llamda	Kurupel	ada	g-o-g-än	ada	ngäna	b-ony,133125,"Old Man Kurupel said, ""I'll take it.",this	old man	male personal name	say	aux.rem.3sgS	like this	1.sg.nom	bring.fut.1sgA>3sgP,,5ca74d2f-d9c4-4f9b-9416-48723289fcd1,1		2					,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,dem	common noun	proper noun	prt	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent	adverb	pers. pronoun	verb:TM + Patient-transitive S verb,nom. dem	kinship noun	proper noun	intransitive A verb	auxiliary verb	adverb	pronoun	transitive S verb,22,"[ge] Llamda Kurupel ada gogon ada, ""Ngäna bony.",
se-pn026-kurupelsuwede2017e-23,Ngäna yu di bony do-o auma do bowanseg.,ngäna	yu=di	b-ony	do=o	au=ma	do	b-o-wanse-g,1SG.NOM	fire=ACC	FUT.1|3`S|A-bring	to=VOC	bury=CHAR	there	FUT.1|3`S|A-3NDU`P-leave_alone-III.NPL,I'll take the firestick all the way to the grave and I'll leave it there.,pronoun	common noun	nominal enclitic	transitive S verb	prep	voc	common noun	nominal enclitic	dem	transitive verb,se-pn026-kurupelsuwede2017e,23,,kit,		di-acc							,133125,ngäna	yu=de	b-ony	do=o	au=ma	do	b-ä-wanseg-ngg,137400,I'll take the firestick all the way to the grave and I'll leave it there.,1.sg.nom	fire		bring.fut.1sgA>3sgP	to		grave		there	leave_alone.fut.1sgA>3sgP,,41dc2de5-334b-4d61-92b0-a82381448fa0,				1	1			1	12,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,pers. pronoun	common noun	nominal enclitic	verb:TM + Patient-transitive S verb	prep	voc	transitive verb	nominal enclitic	adv. dem	verb:TM + Patient-verb:Patient-transitive verb-verb:Any,pronoun	common noun	nominal enclitic	transitive S verb	prep	voc	common noun	nominal enclitic	dem	transitive verb,23,Ngäna yu di bony do-o auma do bowanseg.,
se-pn026-kurupelsuwede2017e-24,"Ttongda abo ngäs e ballän.""",ttongo=da	abo	ngäs=e	b-a-ll-än,one=NOM	then	return=ALL	FUT.1|3`S|A-RT.EXT.INTR-go-REM|FUT.3SG`S|A,"Someone will return it.""",Num	nominal enclitic	adverb	verb	nominal enclitic	intransitive S verb,se-pn026-kurupelsuwede2017e,24,,kit,				e-all	,137400,ttongo=da	abo	ngäs=e	b-o-ll-än,140337,"Someone will return it.""",one=nom		then	return		go.fut.3sgS,,402c9f10-b3b1-49cd-84db-a4d0c49e3681,	1		1	2	,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,Num	nominal enclitic	adverb	verb	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent,Num	nominal enclitic	adverb	verb	nominal enclitic	intransitive S verb,24,"Ttongda abo ngäs e ballän.""",
se-pn026-kurupelsuwede2017e-25,Awayang Idugoe Tizag lla daeya.,Awayang	Idugoe	Tizag	lla	da=eya,male_personal_name	male_personal_name	dialect_name	man	MED.DEM=COP.PST.SG,Awayang Idgoi was in the Tizag [wooden bullet in slingshot] clan.,proper noun	proper noun	proper noun	common noun	copulative verb	verbal enclitic,se-pn026-kurupelsuwede2017e,25,,kit,,140337,Awayang	Idugoe	Tizag	lla	da=aeya,144800,Awayang Idgoi was in the Tizag [wooden bullet in slingshot] clan.,male_personal_name	male_personal_name	dialect name	man	cop.pst.sgS	,,4e9a6b8f-7078-4f71-a2b2-977ddbd39920,				3	,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,proper noun	proper noun	proper noun	common noun	nom. dem	verbal enclitic,proper noun	proper noun	proper noun	common noun	copulative verb	verbal enclitic,25,Awayang Idugoe Tizag lla daeya.,					+fr. var. of
se-pn026-kurupelsuwede2017e-26,"Bogo ada eka gogon ada,"" Abo ngänawa ngäs e balle.",bogo	ada	eka	g-o-g-on	ada	abo	ngänawa	ngäs=e	b-a-lle,3SG.NOM	like_this	speak	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A	like_this	then	1SG.NOM.emph	return=ALL	FUT.1|3`S|A-RT.EXT.TR-go,"He said, ""I'll be the one to bring it back.",pronoun	adverb	verb	auxiliary verb	adverb	adverb	pronoun	verb	nominal enclitic	intransitive S verb,se-pn026-kurupelsuwede2017e,26,,kit,								e-all	,144800,bogo	ada	eka	g-o-g-än	ada	abo	ngänawa	ngäs=e	b-a-ll,148400,"He said, ""I'll be the one to bring it back.",3.sg.nom	like this	speak	aux.rem.3sgS	like this	then	1.sg.nom.emph	return		go.fut.1sgS,,3bb73095-4907-486b-992c-7735d319bc76,							1	2	1,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,pers. pronoun	adverb	verb	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent	adverb	adverb	pers. pronoun	verb	nominal enclitic	verb:TM + Patient-verb:Patient-verb,pronoun	adverb	verb	auxiliary verb	adverb	adverb	pronoun	verb	nominal enclitic	intransitive S verb,26,"Bogo ada eka gogon ada, ""Abo ngänawa ngäs e balle.",
se-pn026-kurupelsuwede2017e-27,"Auma watta ako ngäna yu bäng de beyangäs.""",au=ma=watt==a=watt=a	ako	ngäna	yu	bäng=de	b-ey-a-ngäs,bury=CHAR=ABL==NOM=ABL=NOM	again	1SG.NOM	fire	fire-stick=ACC	FUT.1|3`S|A-VEN-RT.EXT.TR-return,"I'll bring the firestick back from the grave.""",common noun	nominal enclitic	nominal enclitic	nominal enclitic	nominal enclitic	adverb	pronoun	common noun	common noun	nominal enclitic	transitive S verb,se-pn026-kurupelsuwede2017e,27,,kit,									de-acc	,148400,au=ma	=att=da	ako	ngäna	yu	bäng=de	b-i-a-ngäs,151275,"I'll bring the firestick back from the grave.""",grave		abl=nom			again	1.sg.nom	fire	fire-stick		return.fut.ven.1sgA>3sgP,,74fa72aa-bbe8-4d54-a498-61a66220256e,			1	1						111,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,transitive verb	nominal enclitic		nominal enclitic	nominal enclitic	adverb	pers. pronoun	common noun	common noun	nominal enclitic	verb:TM + Patient-verb:Patient-verb:Patient-verb,common noun	nominal enclitic	nominal enclitic	nominal enclitic	nominal enclitic	adverb	pronoun	common noun	common noun	nominal enclitic	transitive S verb,27,"Auma watta ako ngäna yu bäng de beyangäs.""",
se-pn026-kurupelsuwede2017e-28,"Awayang bo ttäle da apte gagäll deya, malla mermer ibi ag deya.",Awayang=bo	ttäle=da	apte	gagäll	da=eya	malla	mer~mer	ibi=ag	da=eya,male_personal_name=3SG.POSS	leg=NOM	one_side	bad	MED.DEM=COP.PST.SG	NEG	ADVgood	go=ATR	MED.DEM=COP.PST.SG,One of Awayang's legs was not good. He couldn't walk properly.,proper noun	pronominal enclitic	common noun	nominal enclitic	common noun	adj	copulative verb	verbal enclitic	negation particle	adverb	verb	nominal enclitic	copulative verb	verbal enclitic,se-pn026-kurupelsuwede2017e,28,,kit,	bo-3sg-poss		da-nom								ag-atr		,151275,Awayang=bo	ttäle=da	apte	gagäll	da=aeya	malla	RED~mer	ibi=ang	da=aeya,157850,One of Awayang's legs was not good. He couldn't walk properly.,male_personal_name		leg		one side	bad	cop.pst.sgS		not	properly	go		cop.pst.sgS	,,28bd0725-ca48-4ab7-9616-403f762163fd,		1	1			3			21	2		3	,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,proper noun	pronominal enclitic	common noun	nominal enclitic	common noun	mod	nom. dem	verbal enclitic	negation particle	???>adverbmod	verb	nominal enclitic	nom. dem	verbal enclitic,proper noun	pronominal enclitic	common noun	nominal enclitic	common noun	adj	copulative verb	verbal enclitic	negation particle	adverb	verb	nominal enclitic	copulative verb	verbal enclitic,28,"Awayang bo ttäle da apte gagäll deya, malla mermer ibi ag deya.",							+fr. var. of		+***				+fr. var. of
se-pn026-kurupelsuwede2017e-29,"Däbeya, Kurupel donyän yu di do-o auma.",däba=eya	Kurupel	d-ony-än	yu=di	do=o	au=ma,that=COP.PST.SG	male_personal_name	REM.TR-carry-REM|FUT.3SG`S|A	fire=ACC	to=VOC	bury=CHAR,Then Kurupel took the stick to the grave.,copulative verb	verbal enclitic	proper noun	transitive S verb	common noun	nominal enclitic	prep	voc	common noun	nominal enclitic,se-pn026-kurupelsuwede2017e,29,,kit,					di-acc				,157850,däba=aeya	Kurupel	d-ony-än	yu=de	do=o	au=ma,163787,Then Kurupel took the stick to the grave.,cop.that.pst.sgS		male personal name	carry.rem.3sgA>3sgP	fire		to		grave	,,ae84f034-1744-47b9-85bf-4641f9907170,2		2				1	1		,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,nom. dem	verbal enclitic	proper noun	verb:TM + Patient-transitive S verb-verb:TAM+Agent	common noun	nominal enclitic	prep	voc	transitive verb	nominal enclitic,copulative verb	verbal enclitic	proper noun	transitive S verb	common noun	nominal enclitic	prep	voc	common noun	nominal enclitic,29,"Däbeya, Kurupel donyän yu di do-o auma.",	+fr. var. of								
se-pn026-kurupelsuwede2017e-30,"Auma me dowansegän, yu bäng de.",au=ma=me	d-o-wanse-g-än	yu	bäng=de,bury=CHAR=LOC	REM.TR-3NDU`P-leave_alone-III.NPL-REM|FUT.3SG`S|A	fire	fire-stick=ACC,He left the firestick at the grave.,common noun	nominal enclitic	nominal enclitic	transitive S verb	common noun	common noun	nominal enclitic,se-pn026-kurupelsuwede2017e,30,,kit,		me-loc				de-acc,163787,au=ma=me	d-ä-wanseg-ngg-än	yu	bäng=de,168012,He left the firestick at the grave.,grave			leave.rem.3sgA>3sgP	fire	fire-stick	,,1058c622-84c1-43d4-84ea-591ffb21ef5c,			12			,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,transitive verb	nominal enclitic	nominal enclitic	verb:TM + Patient-verb:Patient-transitive verb-verb:Any-verb:TAM+Agent	common noun	common noun	nominal enclitic,common noun	nominal enclitic	nominal enclitic	transitive S verb	common noun	common noun	nominal enclitic,30,"Auma me dowansegän, yu bäng de.",
se-pn026-kurupelsuwede2017e-31,Awayang ako ngäs e.,Awayang	ako	ngäs=e,male_personal_name	again	return=ALL,Awayang went to return it.,proper noun	adverb	verb	nominal enclitic,se-pn026-kurupelsuwede2017e,31,,kit,			e-all,168012,Awayang	ako	ngäs=e,171350,Awayang went to return it.,male_personal_name	again	return	,,09a6e5ab-d325-4fea-9503-48436e8a4a30,		1	2,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,proper noun	adverb	verb	nominal enclitic,proper noun	adverb	verb	nominal enclitic,31,Awayang ako ngäs e.,
se-pn026-kurupelsuwede2017e-32,"Angde Awayang yu ngäs e ibi wi ada gogon, Kurupel däbe mängalae gungmaeyän ttongo nyongo dae dallän do auma.",angde	Awayang	yu	ngäs=e	ibi=wi	ada	g-o-g-on	Kurupel	däba=e	mängal-ae	g-u-ngmae-yän	ttongo	nyongo=dae	d-a-ll-än	do	au=ma,when	male_personal_name	fire	return=ALL	go=ALL	like_this	REM.INTR-RT.EXT.INTR-AUX.NPRS-REM|FUT.3SG`S|A	male_personal_name	that=COP.PST.SG		REM.INTR-RT.EXT.INTR-go_around_(long_way)-REM|FUT.3SG`S|A	a	road=PERL	REM.TR-RT.EXT.TR-go-REM|FUT.3SG`S|A	to	bury=CHAR,"When Awayang left to return the firestick, Kurupel quickly crept around the back on another path to the grave.",connective	proper noun	common noun	verb	nominal enclitic	verb	nominal enclitic	adverb	auxiliary verb	proper noun	copulative verb	verbal enclitic	adverb	intransitive S verb	indefinite article	common noun	nominal enclitic	intransitive S verb	prep	common noun	nominal enclitic,se-pn026-kurupelsuwede2017e,32,,kit,				e-all		wi-all										dae-perl				,171350,angde	Awayang	yu	ngäs=e	ibi=e	ada	g-o-g-än	Kurupel	däba=aeya		g-o-ngämae-än	ttongo	nyongo=dae	d-a-ll-än	do	au=ma,181025,"When Awayang left to return the firestick, Kurupel quickly crept around the back on another path to the grave.",when	male_personal_name	fire	return		go		like this	aux.rem.3sgS	male personal name	cop.that.pst.sgS		quickly	go around (long way).rem.3sgS	a	road		go.rem.3sgS	to	grave	,,0e048487-a676-488a-bc63-5d0e72105b61,			1	2	2	2			2	2							1	1		,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,connective	proper noun	common noun	verb	nominal enclitic	verb	nominal enclitic	adverb	verb:TM + Patient-intransitive S verb:Any-verb-verb:TAM+Agent	proper noun	nom. dem	verbal enclitic		verb:TM + Patient-intransitive S verb:Any-intransitive S verb-verb:TAM+Agent	indefinite article	common noun	nominal enclitic	verb:TM + Patient-verb:Patient-verb-verb:TAM+Agent	prep	transitive verb	nominal enclitic,connective	proper noun	common noun	verb	nominal enclitic	verb	nominal enclitic	adverb	auxiliary verb	proper noun	copulative verb	verbal enclitic	adverb	intransitive S verb	indefinite article	common noun	nominal enclitic	intransitive S verb	prep	common noun	nominal enclitic,32,"Angde Awayang yu ngäs e ibi wi ada gogon, Kurupel däbe mängalae gungmaeyän ttongo nyongo dae dallän do auma.",											+fr. var. of									
se-pn026-kurupelsuwede2017e-33,Do ngattong auma toko we gokakalän.,do	ngattong	au=ma	toko=we	g-o-kak-al-än,there	first	bury=CHAR	top=ALL	REM.INTR-RT.EXT.INTR-enter-II.NPL-REM|FUT.3SG`S|A,He went first and entered the grave area.,dem	ordinal numeral	common noun	nominal enclitic	common noun	nominal enclitic	intransitive S verb,se-pn026-kurupelsuwede2017e,33,,kit,					we-all	,181025,do	ngattong	au=ma	toko=e	g-o-kakal-l-än,185075,He went first and entered the grave area.,there	first	grave		top		enter.rem.3sgS,,d97db4c6-793b-4be1-b470-37e4edb7fd09,1					2	,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,adv. dem	ordinal numeral	transitive verb	nominal enclitic	loc	nominal enclitic	verb:TM + Patient-intransitive S verb:Any-intransitive S verb-verb:Any-verb:TAM+Agent,dem	ordinal numeral	common noun	nominal enclitic	common noun	nominal enclitic	intransitive S verb,33,Do ngattong auma toko we gokakalän.,
se-pn026-kurupelsuwede2017e-34,"Auma da pollepolle alle kättnan att dagaeya, pollepolle.",au=ma=da	polle~polle=alle	kätt-nan=att	da=gaeya	polle~polle,bury=CHAR=NOM	DIMfence=INS	make_fence-I|II.PL=ABL	MED.DEM=COP.PST.PL	DIMfence,The grave had a small fence around it.,common noun	nominal enclitic	nominal enclitic	common noun	nominal enclitic	transitive S verb	nominal enclitic	copulative verb	verbal enclitic	common noun,se-pn026-kurupelsuwede2017e,34,,kit,		da-nom		alle-ins		att-abl			,185075,au=ma=da	RED~polle=alle	kätt-nen=att	da=gaeya	RED~polle,189662,The grave had a small fence around it.,grave			DIM~fence		make.fence-I.pl		cop.pst.plS		DIM~fence,,f2d02366-49e8-4cca-bb58-3915259b529c,		1	6		2	1	3		6,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,transitive verb	nominal enclitic	nominal enclitic	???>???common noun	nominal enclitic	transitive S verb-verb:Plurpersonal	nominal enclitic	nom. dem	verbal enclitic	???>???common noun,common noun	nominal enclitic	nominal enclitic	common noun	nominal enclitic	transitive S verb	nominal enclitic	copulative verb	verbal enclitic	common noun,34,"Auma da pollepolle alle kättnan att dagaeya, pollepolle.",			+***						+***
se-pn026-kurupelsuwede2017e-35,"Daeya do llandär gognän, gontämonän Awayang bälle ada ngaskäma Awayang ibi allan.",da=eya	do	llandär	g-o-g-n-än	g-o-tomon-n-än	Awayang=bälle	ada	ngaskäma	Awayang	ibi=allan,MED.DEM=COP.PST.SG	there	listen	REM.INTR-RT.EXT.INTR-AUX.NPRS-NPFV-REM|FUT.3SG`S|A	REM.INTR-RT.EXT.INTR-wait-NPFV-REM|FUT.3SG`S|A	male_personal_name=3SG.DAT	like_this	POT	male_personal_name	go=AUX.PRS.1|3SG`S,"He tuned his ears, waiting for Awayang to come.",copulative verb	verbal enclitic	dem	intransitive A verb	auxiliary verb	verb	proper noun	pronominal enclitic	adverb	TAM particle	proper noun	verb	auxiliary verb,se-pn026-kurupelsuwede2017e,35,,kit,							balle-3sg-dat					allan-aux-prs-1-3sg-s,189662,da=aeya	do	llandräg	g-o-g-ne-än	g-o-tomon-ne-än	Awayang=bälle	ada	ngasekäma	Awayang	ibi=allan,195000,"He tuned his ears, waiting for Awayang to come.",cop.pst.sgS		there	listen	aux.rem.npfv.3sgS	wait.rem.npfv.3sgS	male_personal_name		like this	maybe	male_personal_name	go	,,f7da4831-54f7-46f4-8eea-050b09c2595f,3		1									2	,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,nom. dem	verbal enclitic	adv. dem	intransitive A verb	verb:TM + Patient-intransitive S verb:Any-verb-verb:(Aspect)-verb:TAM+Agent	verb:TM + Patient-intransitive S verb:Any-verb-verb:(Aspect)-verb:TAM+Agent	proper noun	pronominal enclitic	adverb	TAM particle	proper noun	verb	auxiliary verb,copulative verb	verbal enclitic	dem	intransitive A verb	auxiliary verb	verb	proper noun	pronominal enclitic	adverb	TAM particle	proper noun	verb	auxiliary verb,35,"Daeya do llandär gognän, gontämonän Awayang bälle ada ngaskäma Awayang ibi allan.",	+fr. var. of								+fast speech var. of			
se-pn026-kurupelsuwede2017e-36,"Wiowa Llamda Awayang daolle obo ibi da malla mer deya, be ttimattimang ibi ag deya.",wiowa	llamda	Awayang	da=olle	obo	ibi=da	malla	mer	da=eya	be	ttima~ttima=ang	ibi=ag	da=eya,wow	old_man	male_personal_name	MED.DEM=ALL	3SG.POSS	walk=NOM	NEG	good	MED.DEM=COP.PST.SG	but	INFlimp=ATR	go=ATR	MED.DEM=COP.PST.SG,Awayang came but his walking wasn't good.,interjection	kinship noun	proper noun	adverb	nominal enclitic	pronoun	common noun	nominal enclitic	negation particle	adj	copulative verb	verbal enclitic	connective	mod	nominal enclitic	verb	nominal enclitic	copulative verb	verbal enclitic,se-pn026-kurupelsuwede2017e,36,,kit,							da-nom									ag-atr		,195000,wiyo	llamda	Awayang	da=olle	obo	ibi=da	malla	mer	da=aeya	be	RED~ttimattima=ang	ibi=ang	da=aeya,202100,Awayang came but his walking wasn't good.,wow	old man	male_personal_name	there=all		3.sg.poss	walking		not	good	cop.pst.sgS		but	limp=atr		go		cop.pst.sgS	,,bcaac82b-df17-4680-8d1d-a02a71414f20,			3			2	1		1	3		1	3		2		3	,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,interjection	common noun	proper noun	nom. dem	nominal enclitic	pers. pronoun	common noun	nominal enclitic	negation particle	mod	nom. dem	verbal enclitic	connective	verb:Anyverb	nominal enclitic	verb	nominal enclitic	nom. dem	verbal enclitic,interjection	kinship noun	proper noun	adverb	nominal enclitic	pronoun	common noun	nominal enclitic	negation particle	adj	copulative verb	verbal enclitic	connective	mod	nominal enclitic	verb	nominal enclitic	copulative verb	verbal enclitic,36,"Wiowa Llamda Awayang daolle obo ibi da malla mer deya, be ttimattimang ibi ag deya.",+dial. var. of											+fr. var. of		+***					+fr. var. of
se-pn026-kurupelsuwede2017e-37-1,"Daolle dallän abo tatraem de yaya deyandärän, Kurupel deyandärän.",da=olle	d-a-ll-än	abo	tatr-aem=de	yaya	d-ey-a-ndär-än	Kurupel	d-ey-a-ndär-än,MED.DEM=ALL	REM.TR-RT.EXT.TR-go-REM|FUT.3SG`S|A	then	footstep-IV.PL=ACC	father	REM.TR-VEN-RT.EXT.TR-hear-REM|FUT.3SG`S|A	male_personal_name	REM.TR-VEN-RT.EXT.TR-hear-REM|FUT.3SG`S|A,,adverb	nominal enclitic	intransitive S verb	adverb	verb	nominal enclitic	common noun	transitive S verb	proper noun	transitive S verb,se-pn026-kurupelsuwede2017e,37,1,kit,					de-acc				,,da=olle	d-a-ll-än	abo	tatram-aem=de	yaya	d-i-a-dändär-än	Kurupel	d-i-a-dändär-än,,,there=all		go.rem.3sgS	then	footstep-pl		father	hear.rem.ven.3sgA>3sgP	male personal name	hear.rem.ven.3sgA>3sgP,,19dfd5bb-c240-452b-a367-ba33ff42117a,3		1					111	2	111,,,nom. dem	nominal enclitic	verb:TM + Patient-verb:Patient-verb-verb:TAM+Agent	adverb	verb-verb:Any	nominal enclitic	kinship noun	verb:TM + Patient-verb:Patient-verb:Patient-transitive S verb-verb:TAM+Agent	proper noun	verb:TM + Patient-verb:Patient-verb:Patient-transitive S verb-verb:TAM+Agent,adverb	nominal enclitic	intransitive S verb	adverb	verb	nominal enclitic	common noun	transitive S verb	proper noun	transitive S verb,37.1,"Daolle dallän abo tatraem de yaya deyandärän, Kurupel deyandärän. ",
se-pn026-kurupelsuwede2017e-37-2,Käsre do,käsre	do,then	there,He walked until Father Kurupel heard his footsteps approaching.,adverb	dem,se-pn026-kurupelsuwede2017e,37,2,kit,,202100,käsre	do,206625,He walked until Father Kurupel heard his footsteps approaching.,then	there,,4bc9c75d-e2ef-4d05-ac63-c25f5b3151af,	1,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,adverb	adv. dem,adverb	dem,37.2,Käsre do,
se-pn026-kurupelsuwede2017e-38,Auma me bogo do any de ddoddollem dägnegän ge wattällang a endagaeya do däbem ddoddollem dägnegän ge.,au=ma=me	bogo	do	any=de	ddoddollem	d-ä-g-neg-än	ge	wattäll=ang=a	enda=gaeya	do	däbe-m	ddoddollem	d-ä-g-neg-än	ge,bury=CHAR=LOC	3SG.NOM	there	something=ACC	make_noise	REM.TR-3NDU`P-AUX.NPRS-SG>PL-REM|FUT.3SG`S|A	this	leave_alone=ATR=NOM	what=COP.PST.PL	there	that-acc	make_noise	REM.TR-3NDU`P-AUX.NPRS-SG>PL-REM|FUT.3SG`S|A	this,"Then he started banging on the things that were on the grave, making noise!",common noun	nominal enclitic	nominal enclitic	pronoun	dem	common noun	nominal enclitic	verb	auxiliary verb	nom. dem	common noun	nominal enclitic	nominal enclitic	copulative verb	verbal enclitic	dem	nom. dem	verb	auxiliary verb	nom. dem,se-pn026-kurupelsuwede2017e,38,,kit,		me-loc				de-acc						a-nom							,206625,au=ma=me	bogo	do	any=de	ddoddollem	d-ä-g-neg-än	ge	wanseg=ang=da	enda=gaeya	do	däbe-m	ddoddollem	d-ä-g-neg-än	ge,212675,"Then he started banging on the things that were on the grave, making noise!",grave			3.sg.nom	there	something		make_noise	aux.rem.3sgA>3plP	this	leave_alone.pl=atr			cop.what.pst.plS		there	that-acc	make_noise	aux.rem.3sgA>3plP	this,,1bcbf636-42b7-44aa-8295-46870f71c20f,				1	1			1	1			1			1	1		1	1,,fc4caecd-a788-4da2-9cfd-68ac05b7de99,transitive verb	nominal enclitic	nominal enclitic	pers. pronoun	adv. dem	pronoun	nominal enclitic	verb	verb:TM + Patient-verb:Patient-verb-verb:Plurpersonal-verb:TAM+Agent	dem	transitive verb	nominal enclitic	nominal enclitic	intr. pronoun	verbal enclitic	adv. dem	dem-common noun:Any	verb	verb:TM + Patient-verb:Patient-verb-verb:Plurpersonal-verb:TAM+Agent	dem,common noun	nominal enclitic	nominal enclitic	pronoun	dem	common noun	nominal enclitic	verb	auxiliary verb	nom. dem	common noun	nominal enclitic	nominal enclitic	copulative verb	verbal enclitic	dem	nom. dem	verb	auxiliary verb	nom. dem,38,Auma me bogo do any de ddoddollem dägnegän ge wattällang a endagaeya do däbem ddoddollem dägnegän ge.,
